ID number,Date,Month,Year,Description of event,Type of event,Institutions or actors,UK jurisdiction,Special tag,Subject matter (general),Subject matter (specific),Source,...13,...14,...15
NA,25,February,2021,"The Cabinet Office established an Interministerial Group for Elections and Registration between the central and devolved governments, tasked with sharing policy and priorities in relation to elections and voter registration.",commission or review,Cabinet Office,UK,None,Devolution and the Union; Civil service and public sector reform; Human rights and equality,joint ministerial councils; voter registration; UK relations; Union policy,https://www.gov.uk/government/publications/terms-of-reference-for-the-interministerial-group-for-elections-and-registration,NA,NA,NA
NA,25,February,2021,"The Ministerial and other Maternity Allowances Act 2021, which granted ministers and shadow ministers the right to take paid maternity leave for the first time, originally used the phrase ""pregnant person"" instead of ""expectant mother"". Following an amendment tabled by Lord Hunt of Kings Heath, the government amended the Bill to read ""mother"" rather than ""person"".",Primary legislation,Cabinet Office,UK,None,"Human rights and equality; Ethics, standards and integrity",public rhetoric; LGBT; women and gender,https://hansard.parliament.uk/lords/2021-02-25/debates/DFB70DF3-ABA0-4168-8DBF-DBDA63BA4AEE/MinisterialAndOtherMaternityAllowancesBill,NA,NA,NA
NA,26,February,2021,"Lady Finn, Deputy Downing Street Chief of Staff, referred to some members of the civil service as ""aloof, arrogant and remote"" in an article for Bright Blue reprinted in The Telegraph.","Decision, announcement, statement or speech",Prime Minister,UK,None,"Ethics, standards and integrity; Civil service and public sector reform",public rhetoric; civil service,https://www.telegraph.co.uk/opinion/2021/02/26/success-levelling-up-depends-civil-service-drawing-talent-across/,NA,NA,NA
*,26,February,2021,"Allowing an appeal from the Home Secretary, the UK Supreme Court determined that Ms Shamima Begum need not be granted leave to enter the United Kingdom. The Supreme Court ruled that the Court of Appeal had erred in its judgment, with Lord Reed noting that the Court of Appeal's approach ""did not give the Home Secretary's assessment the respect which it should have received, given that it is the Home Secretary who has been charged by Parliament with responsibility for making such assessments, and who is democratically accountable to Parliament for the discharge of that responsibility.""",Case,Home Office,UK,None,Courts; Rule of Law; Human rights and equality,judicial review; cases; Supreme Court; immigration; effective remedies,https://www.supremecourt.uk/cases/docs/uksc-2020-0156-judgment.pdf,NA,NA,NA
NA,1,March,2021,"The Covert Human Intelligence Sources (Criminal Conduct) Act 2021 came into force, which grants ministers the power to authorise covert human intelligence sources to commit otherwise criminal acts for the purposes of an operation or investigation. These criminal acts may include offences against persons and property and the Act further excludes victims of these acts from claiming compensation via the Criminal Injuries Compensation Act 1995.",Primary legislation,Home Office,UK,None,Rule of law; Human rights and equality,criminal sanctions; criminal immunity; government under law; police powers,https://www.legislation.gov.uk/ukpga/2021/4/contents,NA,NA,NA
NA,1,March,2021,"The Ministerial and other Maternity Allowances Act 2021 received royal assent, which permitted ministers and shadow ministers to take paid maternity leave for the first time.",Primary legislation,Cabinet Office,UK,None,"Human rights and equality; Ethics, standards and integrity",women and gender; public rhetoric; LGBT,https://www.legislation.gov.uk/ukpga/2021/5/contents/enacted,NA,NA,NA
NA,3,March,2021,The UK Government decided to unilaterally extend the grace period for agri-foods so that the provisions of the Northern Ireland Protocol would not prevent trade between Northern Ireland and mainland Britain.,International treaty,Prime Minister,UK; Northern Ireland,Brexit,"Rule of law; Ethics, standards and integrity; Devolution and the Union",international law; Northern Ireland; Northern Ireland Protocol; government under law,https://www.bbc.co.uk/news/uk-northern-ireland-56285874,NA,NA,NA
NA,3,March,2021,"The Chancellor of the Exchequer announced that the Treasury would establish a new ""economic campus"" in Darlington, as well as offices for the Department for Business, the Department for International Trade, and the Ministry of Housing.","Decision, announcement, statement or speech",Treasury,England,None,Civil service and public sector reform,relocation; civil service; government departments,https://www.gov.uk/government/speeches/budget-speech-2021,NA,NA,NA
NA,3,March,2021,The Chancellor of the Exchequer announced the establishment of a new UK Infrastructure Bank designed to assist the government tackle climate change and help foster regional and local growth.,"Decision, announcement, statement or speech",Treasury,England; UK,None,Civil service and public sector reform,relocation; new public bodies,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/994535/UKIB_Policy_Design.pdf,NA,NA,NA
NA,8,March,2021,All children of school-age were able to return to school following step one of the government's roadmap out of lockdown.,"Decision, announcement, statement or speech",Department for Education; Department for Health,England,Coronavirus; roadmap out of lockdown,Human rights and equality,children; education; criminal sanctions; police powers; freedom of association,https://www.gov.uk/government/publications/covid-19-response-spring-2021/covid-19-response-spring-2021-summary,NA,NA,NA
NA,9,March,2021,"The Police, Crime, Sentencing and Courts Bill was introduced in the House of Commons, which is designed, among other things, to provide the police with greater powers in relation to the regulation of protests, place the offence of ""public nuisance"" on a statutory footing, increase the powers of criminal courts in respect of offences against public memorials, and increase sentences for certain serious offences.",Primary legislation,Ministry of Justice,England and Wales,None,Human rights and equality; Rule of law; Courts,criminal sanctions; protests; freedom of association; police powers,https://bills.parliament.uk/bills/2839,NA,NA,NA
NA,9,March,2021,"The Court of Appeal held that Foreign Office policy contained in guidance to undercover security agents to participate in criminal activity was not unlawful, given that the guidance expressly confirmed that it did not confer immunity from prosecution onto the agents.",Case,Foreign Office,UK,None,Human rights and equality; Rule of law; Courts,criminal sanctions; judicial review; cases; Court of Appeal,https://www.bailii.org/ew/cases/EWCA/Civ/2021/330.html,NA,NA,NA
NA,10,March,2021,"No. 10 and the Government Digital Service launched the No. 10 Innovation Fellowship Programme, which is designed to to attract talented individuals from the digital and technology sectors into senior positions in government departments. Fellowships will operate for a maximum of two years.","Decision, announcement, statement or speech",Prime Minister,UK,None,Civil service and public sector reform,special advisors; civil service; government departments; training and skills,https://gds.blog.gov.uk/2021/03/10/introduction-to-the-no-10-fellowship-programme/,NA,NA,NA
NA,11,March,2021,"Jayne Ozanne resigned from the government's LGBT+ Advisory Panel over what she claimed was a ""hostile environment"" which did not take LGBT issues and priorities seriously, particularly failing to prohibit conversion therapy in a speedy manner.","Appointment, dismissal or resignation",Equalities Office,England,None,Human rights and equality; Civil service and public sector reform,resignation; LGBT,https://www.itv.com/news/2021-03-10/exclusive-government-creating-hostile-environment-for-lgbt-people-says-adviser-as-she-quits-over-conversion-therapy,NA,NA,NA
NA,15,March,2021,David Neal was appointed as the Independent Chief Inspector of Borders and Immigration by the Home Secretary. This was despite the Home Affairs Committee not approving his appointment as Chief Insector.,"Appointment, dismissal or resignation",Home Office,UK,None,"Civil service and public sector reform; Parliament; Ethics, standards and integrity",public body appointments; committees; immigration; conventions,https://www.gov.uk/government/news/new-independent-chief-inspector-of-borders-and-immigration-appointed,NA,NA,NA
